date,BTC,XRP,LTC,ETH,GOLD,SILVER,LIBOR,SnP500,DAX,EURUSD,GBPUSD,USDCHF,R_F_TWE.
18-08-15,-0.20063416,-0.094563561,-0.138205283,-0.101857769,-0.001358119,-0.033777561,0,-0.002628983,-0.002233702,-0.001352218,-0.004279552,0.001125147,0.001429436
19-08-15,0.071324556,0.02691214,0.002334644,0.146738944,0.009131711,0.025966816,0.003766483,-0.008289137,-0.021648106,-0.00426708,0.005109778,-0.000818163,0.00029433
20-08-15,0.03751679,0.014587591,0.035941075,0.151594084,0.020906104,0.022220964,0,-0.02132596,-0.023677901,0.007874035,0.001159883,-0.012042758,-0.008464692
21-08-15,-0.011886838,0.00114264,-0.011177072,-0.048698354,0.003784455,-0.014018011,0,-0.032369242,-0.029936101,0.01064112,0.000501689,-0.006857882,-0.006598146
22-08-15,-0.009413434,-0.020381402,-0.015203261,-0.011576907,-0.002164711,0.001273615,0,-0.013224963,-0.015798627,0.004143768,-0.000277056,-0.004109499,-0.003737894
23-08-15,-0.009686912,-0.022260969,-0.033818767,-0.019504099,-0.002169407,0.001271995,0,-0.01340221,-0.016052236,0.004126668,-0.000277133,-0.004126457,-0.003751918
24-08-15,-0.080624733,-0.020737916,-0.12529022,-0.093975116,-0.002174123,-0.038407485,0,-0.013584272,-0.01631412,0.004109708,-0.000277209,-0.004143555,-0.003766048
25-08-15,0.051452665,-0.037324445,-0.01940067,-0.076851242,-0.012642604,-0.010350086,-0.003766483,-0.01361425,0.04852055,0.017954307,0.005408266,-0.015746681,0.0105953
26-08-15,0.018872365,0.050085717,0.003164673,0.017207848,-0.012380669,-0.039439765,0.003766483,0.0382913,-0.012987697,-0.002776001,-0.004262723,0.007052818,0.001249073
27-08-15,-0.004713711,0.00784422,-0.027686644,-0.010642824,-0.001526588,0.026419017,0.00375235,0.024007254,0.031331234,-0.018426977,-0.013718261,0.013538017,0.006151993
28-08-15,0.029057316,-0.015750459,0.013942579,0.037352359,0.009461128,0.007874056,0,0.000608551,-0.00165807,-0.008153929,-0.004402512,0.013978947,0.004892528
29-08-15,-0.007008186,0.041892322,-0.0102996,-0.007439175,-0.000420468,-0.000172013,-0.002812941,-0.002801143,-0.001265392,-0.001006022,8.74E-05,-0.001451379,-0.000467573
30-08-15,-0.004444526,0.037850224,-0.009820321,0.10940543,-0.000420645,-0.000172043,-0.002820876,-0.002809011,-0.001266995,-0.001007035,8.74E-05,-0.001453489,-0.000467791
31-08-15,0.005644958,-0.020836702,-0.002224773,0.029111191,-0.000420822,0.003229467,-0.002828856,-0.002816924,-0.001268603,-0.00100805,8.73E-05,-0.001455604,-0.00046801
01-09-15,-0.008446559,-0.008790425,-0.007792229,-0.00489327,0.003697173,0.002466599,-0.002836881,-0.03002265,-0.02405929,0.001054372,-0.003570368,0.004153261,-0.004904898
02-09-15,0.005085198,-0.014824635,-0.008747336,-0.042947955,-0.005803944,0.003279363,0.007547206,0.018127671,0.003237654,0.006001981,-0.003772621,-0.005298438,0.004046856
03-09-15,-0.009205541,-0.03555989,-0.059816045,-0.023331735,-0.009237745,0.002792632,0.018622512,0.001164116,0.026495853,-0.00687713,0.00018358,0.01015658,0.003501768
04-09-15,0.013618284,-0.010280085,0.025489451,0.007466542,-0.002557546,-0.010805002,0,-0.015448309,-0.02749254,-0.008064679,-0.003010785,0.004116079,0.000433053
05-09-15,0.020292209,0.066406252,0.077759568,0.049297833,-0.022269175,0.002609354,0,0.006251184,0.002340688,0.000780153,-0.001333606,-0.000650585,-0.001151321
06-09-15,0.020305669,0.003936263,0.043082534,-0.032629743,-0.022776408,0.002602563,0,0.006212349,0.002335222,0.000779545,-0.001335387,-0.000651008,-0.001152648
07-09-15,2.92E-05,0.003415779,-0.000712179,-0.038691463,0,-0.007207857,0,0.006173994,0.002329781,0.000778938,-0.001337173,-0.000651432,-0.001153979
08-09-15,0.01555503,-0.011048433,0.000485781,-0.003390814,0.044533288,0.016060485,0,0.00613611,0.015971903,0.001070983,0.005380528,0.003697242,-0.001155312
09-09-15,-0.022579948,-0.019731119,-0.041357023,-0.029337245,-0.016533572,-0.01241574,-0.003696862,-0.013995036,0.0030873,0.003881761,0.007747811,0.00235499,0.002721901
10-09-15,0.001296588,-0.001955545,0.008663016,-0.034350082,0.006232168,0.004520246,-0.003710579,0.005264075,-0.009036005,0.001188689,-0.002860226,-0.00276512,-0.004781888
11-09-15,0.006811746,0.097052578,0.002742594,-0.170550352,-0.005190772,-0.009888832,0.007407441,0.004477007,-0.00854543,0.006235919,0.005466891,-0.001950419,-0.001574927
12-09-15,-0.020525112,-0.029687896,-0.045627756,0.05517698,0.001098076,0.000517464,0.001229256,-0.001364149,0.000269324,0.001567882,0.000128644,-0.001439589,-0.000138578
13-09-15,-0.020256633,0.040055567,-0.003406905,-0.104145038,0.001096871,0.000517197,0.001227747,-0.001366012,0.000269252,0.001565427,0.000128628,-0.001441664,-0.000138597
14-09-15,0.000572492,-0.141803406,0.010143906,-0.066684191,0.001095669,-0.010255789,0.001226242,-0.001367881,0.000269179,0.001562981,0.000128611,-0.001443746,-0.000138616
15-09-15,-0.001475204,0.041793969,-0.007572586,0.075625903,-0.004505683,-0.002650301,0.003669729,0.012749688,0.005550212,-0.003216545,-0.001358373,-0.000825934,0.003014131
16-09-15,-0.005280862,-0.038827008,-0.007184314,-0.040225019,0.014741011,0.038296285,0,0.008667741,0.003828506,-0.003171919,-0.005339273,0.006085556,-0.004487796
17-09-15,0.003133554,-0.007298316,0.036221743,-0.036990732,-0.001198733,0.006498532,0.007299302,-0.002564345,0.00023172,0.001793136,0.011218722,-0.004125075,0.00041201
18-09-15,0.013678306,0.021073191,0.017256834,-0.02378237,0.016400079,0.01188238,0,-0.016296231,-0.031117766,0.009599518,0.003279818,-0.008311946,-0.004935492
19-09-15,-0.006381559,-0.006262095,-0.028603074,0.033072995,-0.001321283,3.30E-05,-0.004860277,0.001520771,0.001086847,-0.003189611,-0.000859767,0.002501883,0.003264792
20-09-15,-0.001214554,0.02050472,-0.009489549,0.061588982,-0.001323031,3.30E-05,-0.004884015,0.001518462,0.001085667,-0.003199818,-0.000860507,0.002495639,0.003254168
21-09-15,-0.018010637,-0.052417266,-0.016760436,-0.020886987,-0.001324784,0.004016995,-0.004907985,0.00151616,0.001084489,-0.003210089,-0.000861248,0.002489426,0.003243613
22-09-15,0.015438217,-0.010960914,0.016131383,-0.018948933,-0.007729917,-0.031104423,0,-0.01239493,-0.038720583,-0.008992645,-0.001334532,0.00257586,0.003861293
23-09-15,-0.001453636,-0.072306711,0.007320267,-0.009347206,0.005697052,0.002031833,0.003683245,-0.002050744,0.004374646,-0.00629179,-0.009998752,0.003697621,0.001130795
24-09-15,0.018270268,0.006278986,0.022235293,-0.093559989,0.017898885,0.023074088,0,-0.003368652,-0.019431068,0.006202428,-0.0066569,0.003786139,-0.003603623
25-09-15,0.002618802,-0.008982096,-0.012749965,-0.099948074,-0.006768922,-0.001256988,-0.011090687,-0.000465902,0.027296977,-0.000984404,-0.001645724,-0.001124112,0.003625378
26-09-15,-0.003425045,-0.022660843,-0.002069298,0.065377928,-0.004032941,-3.31E-05,0,-0.008592171,-0.007077327,0.000679321,-0.000552462,0.000442983,-0.000686218
27-09-15,-0.006778027,0.005369346,-0.005460205,-0.086495178,-0.004049272,-3.31E-05,0,-0.008666636,-0.007127772,0.00067886,-0.000552768,0.000442787,-0.00068669
28-09-15,0.027062501,-0.037887453,0.067873069,-0.212424184,-0.004065735,-0.038259904,0,-0.008742404,-0.007178943,0.0006784,-0.000553074,0.000442591,-0.000687161
29-09-15,-0.010318933,-0.120428356,-0.034030612,0.125983066,-0.004508536,0.002130073,-0.007462721,0.001232094,-0.003501588,0.002613145,-0.00241448,-0.004708299,0.000648312
30-09-15,-0.002652575,-0.010631689,0.013308401,0.11084138,-0.012439572,-0.003851184,-0.138788633,0.018895898,0.02198213,0.002215506,-0.00046961,-0.003803263,0.003225501
01-10-15,0.0062879,-0.013129291,-0.002614902,-0.06781293,-0.001295729,-0.000482443,0.131269801,0.001971939,-0.015774231,-0.007479971,-0.002240938,0.003187499,-0.005463138
02-10-15,-0.001078241,0.074265291,-0.002909035,-0.017009606,0.018922608,0.050476057,0,0.014213793,0.004597592,0.001911874,0.000998574,0.002153516,-0.004061673
03-10-15,0.006037529,-0.061679626,0.012245973,0.012589632,-0.000197927,-0.001213294,0,0.006078105,0.009090687,0.000998896,0.001209597,-0.001742965,0.000490216
04-10-15,-0.00197486,-0.052276386,-0.005201486,-0.027727792,-0.000197967,-0.001214768,0,0.006041384,0.009008791,0.000997899,0.001208136,-0.001746008,0.000489975
05-10-15,0.008875138,-0.044521214,0.000540599,-0.06129185,-0.000198006,0.03117774,0,0.006005105,0.008928356,0.000996904,0.001206678,-0.001749062,0.000489735
06-10-15,0.023354149,0.061939299,0.042181419,0.034400651,0.00685079,0.017487267,-0.003780723,-0.003594689,0.008930147,-0.002836476,-0.002579323,0.004418194,-0.004235998
07-10-15,-0.012653778,0.008782641,-0.028158798,-0.065509004,0.002273207,0.006798292,-0.003795071,0.00800352,0.00680016,0.006480848,0.004678592,-0.008173563,-0.000693815
08-10-15,-0.002740698,-0.066139803,0.001780287,0.020028222,-0.003453944,-0.020598568,-0.003809528,0.00877978,0.002271141,-0.002487118,0.005864148,0.006018279,-0.001836368
09-10-15,0.006692258,-0.009586652,0.014238737,0.045454653,0.010493276,0.003104314,0.007604599,0.000724849,0.010306811,0.004167461,0.002330853,-0.007321507,-0.004720866
10-10-15,0.004131942,0.010778547,-0.000637275,-0.035625617,0.002418784,-0.000601104,0,0.000425069,0.000766646,0.002449095,-0.000613165,-0.001795581,-1.25E-05
11-10-15,0.008573417,0.028380415,0.012494104,0.011254296,0.002412948,-0.000601466,0,0.000424888,0.000766059,0.002443112,-0.000613541,-0.001798811,-1.25E-05
12-10-15,-0.007076198,0.014939945,-0.002495926,-0.014168436,0.00240714,0.00410808,0,0.000424708,0.000765473,0.002437157,-0.000613917,-0.001802052,-1.25E-05
13-10-15,0.016976403,0.021999571,0.01346875,-0.029791007,0.000580167,0.002645504,0,-0.006848824,-0.008635123,-0.001272581,0.000965396,0.001767428,-1.25E-05
14-10-15,0.009894465,0.007596146,-0.011246308,-0.15008701,0.010221835,0.012813076,0,-0.004727431,-0.011727302,0.002591854,-0.005216383,-0.004580955,-0.004072892
15-10-15,0.009207916,-0.003512992,-0.012574837,0.071764468,0.006376738,0.003100393,0.003780723,0.014743551,0.014909722,0.007921128,0.014446766,-0.009330675,-0.002636071
16-10-15,0.033062419,-0.000185237,0.000791985,-0.046227502,-0.003919332,-0.003100393,-0.003780723,0.004560061,0.003929742,-0.009399606,-0.00052662,0.001999264,0.004962458
17-10-15,0.029133816,-0.036793132,-0.011591208,0.019716918,-0.002812865,-0.002705183,-0.001263424,9.02E-05,0.001973419,-0.000208499,-0.000731051,0.000606004,0.000963393
18-10-15,-0.033808582,-0.044006315,-0.015998819,-0.055312564,-0.002820799,-0.002712521,-0.001265022,9.02E-05,0.001969532,-0.000208542,-0.000731586,0.000605637,0.000962466
19-10-15,0.006833297,0.012772075,0.008295549,-0.057070478,-0.002828779,-0.011682082,-0.001266625,9.02E-05,0.001965661,-0.000208586,-0.000732121,0.000605271,0.00096154
20-10-15,0.022616842,-0.063864546,0.014536366,-0.117438269,0.003788195,0.004789824,0.003795071,-0.001422101,-0.001637445,-0.002824146,0.002194758,0.003393917,-0.001720138
21-10-15,-0.011912784,-0.00721259,-0.005658481,0.028341491,-0.009248621,-0.013227622,0,-0.005842449,0.00887094,0.002199889,-0.001483782,-0.000240547,0.004078576
22-10-15,0.028693727,0.005520184,0.012763106,0.238302291,-0.001079062,0.008058675,0,0.016490847,0.02449416,-0.000522421,-0.00159036,0.003216444,0.008608715
23-10-15,0.008984281,-0.009787312,-0.000999006,-0.050662881,-0.003327513,-0.000316046,-0.003795071,0.010969954,0.028430277,-0.023816743,-0.002649301,0.014881627,0.007857133
24-10-15,0.018482977,-0.003212338,-0.003760831,0.043393284,0.000444309,0.000695169,0,-0.000637904,0.000209954,-0.001823708,-0.001435885,0.001744753,-0.000847644
25-10-15,0.007167479,-0.022999495,-0.011051664,0.088983236,0.000444111,0.000694686,0,-0.000638311,0.00020991,-0.00182704,-0.00143795,0.001741714,-0.000848363
26-10-15,0.005694399,0.025784117,0.012524839,0.171536745,0.000443914,0.003780723,0,-0.000638718,0.000209866,-0.001830384,-0.001440021,0.001738686,-0.000849083
27-10-15,0.029317182,-0.00557702,-0.003187624,0.173233465,-0.001582345,-0.002645004,0,-0.002557386,-0.010156577,0.004130155,0.002638601,0.003916294,0.00208263
28-10-15,0.03620017,0.00557702,0.002007968,0.142151726,0.009209009,0.026754536,0.003795071,0.011770488,0.012987411,-0.002619552,-0.002929161,0.004630766,-0.001992322
29-10-15,0.029872562,-0.008808737,0.198658027,0.185379282,-0.022972234,-0.046753928,0,-0.000449876,-0.002877126,-0.009840742,-0.002691531,0.006664672,0.005780137
30-10-15,0.044128254,0.043287662,0.071288186,-0.14746311,-0.005592761,0.001414336,-0.056089467,-0.004821482,0.004554057,0.005918969,0.003395913,-0.004943762,-0.006660718
31-10-15,-0.043137924,-0.031915369,-0.065456789,-0.127447753,-0.001360544,-0.001961321,0.01642421,0.003950127,0.003083688,0.000973708,0.002560055,-0.000816219,0.000294339
01-11-15,0.035228997,0.044646547,0.03992735,0.141230287,-0.001362398,-0.001965175,0.016158809,0.003934585,0.003074208,0.000972761,0.002553518,-0.000816886,0.000294252
02-11-15,0.104250896,0.050721819,0.050625024,-0.064439126,-0.001364257,-0.005951243,0.015901848,0.003919165,0.003064787,0.000971815,0.002547014,-0.000817554,0.000294166
03-11-15,0.110569393,0.043084755,0.097144184,0.023535032,-0.018775851,-0.011025326,0,0.002724353,4.39E-05,-0.00090373,-0.001141723,0.000709486,0.00422122
04-11-15,0.019991331,-0.084464507,-0.081582449,-0.119688171,-0.006454449,-0.011944577,0,-0.003551667,-0.009718214,-0.004737051,-0.000308657,0.004064759,0.005142733
05-11-15,-0.06320802,-0.09337149,-0.06559592,-0.003803453,-0.000963012,-0.004991525,0,-0.00113279,0.003911111,-0.008787166,-0.001894882,0.00191542,0.000861916
06-11-15,-0.031242362,0.012351282,-0.110271198,0.033373594,-0.010743323,-0.019674533,0,-0.000347682,0.009169116,0.001468369,-0.011765453,0.002263526,0.011277327
07-11-15,0.031573587,0.028523974,0.014233024,0.002094924,0.000383577,0.000476207,0,-0.003279615,-0.005249149,-0.004622637,-0.003403099,0.003427438,-0.000745676
08-11-15,-0.034520724,-0.010063247,-0.051251323,0.101851034,0.00038343,0.00047598,0,-0.003290406,-0.005276848,-0.004644105,-0.00341472,0.003415731,-0.000746232
09-11-15,0.018282753,-0.008210936,-0.006587765,-0.027821731,0.000383283,-0.020050109,0,-0.003301269,-0.005304841,-0.004665773,-0.00342642,0.003404103,-0.000746789
10-11-15,-0.121301617,-0.045043665,-0.086503514,-0.067184058,0.00017685,-0.004309453,0,0.001509455,0.001576992,0.002428708,0.004374997,-0.002310206,0.003366806
11-11-15,-0.079482674,-0.032759562,-0.047920761,-0.1655035,-0.003542962,-0.006569316,0,-0.003233307,0.006931881,-0.002042139,0.001180439,0.002121208,-0.001847676
12-11-15,0.083432502,0.062939565,0.099090458,0.123272357,-0.00364461,-0.002667979,-0.003824096,-0.014089163,-0.011548063,0.002365522,0.005677792,-0.001672691,-0.001851096
13-11-15,-0.004145825,-0.014194073,-0.016207122,0.009317733,0,-0.001477469,0.003824096,-0.011270641,-0.006907978,0.004822512,0.000624431,-0.003163849,0.002741026
14-11-15,-0.011489511,-0.033847638,-0.009774865,-0.01704981,0.000356157,0.00568682,0,0.004955456,0.00015034,-0.003551678,-0.000365244,0.002542515,0.00040946
15-11-15,-0.039020621,-0.038389266,-0.041156468,0.019559665,0.00035603,0.005654663,0,0.004931021,0.000150318,-0.003564337,-0.000365377,0.002536067,0.000409293
16-11-15,0.032526283,0.016430897,0.039539941,0.024622429,0.000355904,-0.010074947,0,0.004906825,0.000150295,-0.003577087,-0.000365511,0.002529652,0.000409125
17-11-15,0.013045224,0.00377181,0.00392088,0.081635773,-0.013974965,-0.003592692,0,-0.001340277,0.023779607,-0.001122126,-0.00085199,0.001437458,0.002971941
18-11-15,-0.001505182,0.001880584,-0.005156967,-0.014651746,0,-0.006371703,0,0.01603323,-0.00101134,-0.004138421,0.000989319,0.004694496,0.000712208
19-11-15,-0.025551597,-0.008490617,-0.016426707,-0.038783608,0.007817805,0.011439995,-0.007662873,-0.00112374,0.011384837,0.002450993,0.001263983,0.00462349,-0.008338683
20-11-15,-0.012734417,0.001183572,-0.005773574,-0.032561006,-0.00161247,-0.009595107,0.007662873,0.003802955,0.003097434,0.005252364,0.003204988,-0.005353395,0.005696091
21-11-15,0.015117035,0.004249298,0.011076042,0.053898771,-0.002723207,0.000673246,-0.001273075,-0.000411705,-0.000825308,-0.002649686,-0.002144039,0.001981341,0.001215901
22-11-15,-0.007340407,0.005169184,-0.004275428,-0.008355337,-0.002730643,0.000672793,-0.001274697,-0.000411875,-0.00082599,-0.002656725,-0.002148645,0.001977423,0.001214425
23-11-15,-0.004601807,0.00490942,-0.004066494,-0.021984324,-0.00273812,-0.005893438,-0.001276324,-0.000412044,-0.000826673,-0.002663802,-0.002153272,0.00197352,0.001212951
24-11-15,-0.009329993,-0.010785568,-0.005221508,-0.050659395,0.006217637,0.009003641,0,0.00122125,-0.01437573,9.59E-05,-0.004017288,-0.001285782,-0.003658149
25-11-15,0.025176738,0.017757476,0.073374532,-0.041570217,-0.002878735,-7.06E-05,0,-0.000129141,0.021314127,0.000171005,-0.002855541,-0.001159603,0.001425618
26-11-15,0.071931002,-0.006272526,0.075948567,0.023627309,-0.035953983,0.004366512,0,0.000296765,0.013448616,-0.00177631,0.002492597,0.00461079,0.001597291
27-11-15,0.015077832,-0.003501813,-0.008273376,-0.018528793,0.023717256,-0.015723817,0,0.000296677,-0.00238871,-0.001932226,-0.001571632,0.001887227,0.001594744
28-11-15,-0.001847802,-0.008926533,-0.015777942,0.053556815,0.002853502,0.000963271,-0.006406172,-0.001548197,0.002607794,-0.000673844,-0.001344408,0.00213716,0.000280167
29-11-15,0.038191745,0.014290978,0.040921575,-0.04134641,0.002845383,0.000962344,-0.006447476,-0.001550598,0.002601011,-0.000674298,-0.001346218,0.002132602,0.000280088
30-11-15,0.016102103,-0.023059845,-0.013307104,-0.006273808,0.002837309,0.001068186,-0.006489315,-0.001553006,0.002594263,-0.000674753,-0.001348033,0.002128064,0.00028001
01-12-15,-0.040104932,-0.026777622,-0.052823172,0.001923431,-0.001719535,0.000355809,0.019342963,0.010623939,-0.010686647,-0.000951977,0.001263917,-0.001262688,-0.002210511
02-12-15,-0.009148212,0.020090232,-0.02734358,-0.063216426,-0.00873368,-0.005422001,0,-0.011056593,-0.006344494,0.0049918,0.001325993,-0.002627611,0.003014179
03-12-15,0.005162169,0.021103332,0.010488597,-0.011102429,0.007464759,0.005279693,0,-0.014477827,-0.036472905,-0.001210046,-0.008587666,-0.007669169,-0.014566851
04-12-15,0.005901532,0.109247835,-0.004653311,0.033774267,0.02028977,0.031657521,0,0.020317856,-0.003448314,0.028145331,0.012364197,-0.024513419,-0.000172467
05-12-15,0.068541364,0.108909113,0.04703773,0.026312562,-0.00264005,-0.001207209,-0.001277955,-0.002332553,0.004145321,-0.000976418,-0.00049368,0.001039344,0.001863072
06-12-15,-0.000426921,0.008078954,-0.014469683,-0.031732914,-0.002647039,-0.001208668,-0.001279591,-0.002338006,0.004128208,-0.000977372,-0.000493924,0.001038265,0.001859608
07-12-15,0.017220513,0.039623672,0.048347207,-0.029436823,-0.002654064,-0.011328613,-0.00128123,-0.002343485,0.004111236,-0.000978328,-0.000494168,0.001037188,0.001856156
08-12-15,0.049392364,0.197641259,0.011396648,0.013290412,8.96E-05,-0.015212632,-0.003853569,-0.006511052,-0.019712446,-0.004604484,-0.00413224,0.003605051,0.000301451
09-12-15,0.004801204,0.229529025,-0.004864099,-0.037111709,0.000805838,0.005167239,0,-0.007769086,-0.007628085,0.00551917,-0.002675288,-0.007625965,-0.006720554
10-12-15,-0.005003321,-0.009312262,-0.001388251,0.059100981,-0.004125566,-0.005593133,0.01532597,0.002248856,0.000607742,0.011317254,0.011518306,-0.009614972,0.000687057
11-12-15,0.084112895,-0.000355345,0.046008389,0.10105543,0.003140565,-0.01617556,0.015094626,-0.019613868,-0.024727393,-0.006358922,-0.001517225,0.004768436,-0.000764259
12-12-15,-0.038205821,0.011191729,-0.061856825,0.049530377,-0.003709913,0.002918027,0.003738322,0.001583932,-0.006491643,0.001090309,0.000835791,-0.001418009,-8.47E-05
13-12-15,-0.002859285,0.028069992,0.005643538,-0.024965841,-0.003723728,0.002909537,0.003724399,0.001581427,-0.00653406,0.001089122,0.000835093,-0.001420023,-8.47E-05
14-12-15,0.023754534,-0.142373848,-0.003361273,0.041259644,-0.003737646,-0.019851409,0.003710579,0.00157893,-0.006577035,0.001087937,0.000834396,-0.001422042,-8.47E-05
15-12-15,0.046493116,-0.130272047,0.058875754,0.021053283,-0.00145059,0.00540029,0.003696862,0.01056258,0.030215438,0.000824501,-0.002520451,0.001726502,0.006702531
16-12-15,-0.022575189,0.010566361,-0.035807768,-0.022907932,0.01396482,0.034197481,0.113592225,0.014410636,0.001804992,-0.005175747,-0.007747254,0.005252543,0.000640106
17-12-15,0.002511523,-0.009071369,0.011044726,-0.052272828,-0.024636696,-0.038354581,0.867421513,-0.015154776,0.025356716,-0.005659602,-0.00438285,0.001986539,0.011143937
18-12-15,0.016392763,-0.046946928,0.004524508,-0.022113638,0.013842312,0.028601164,0.012101358,-0.017957495,-0.012173654,-0.002802204,-0.00322996,0.001751332,-0.006149017
19-12-15,-0.002795018,-0.015144634,-0.009719799,-0.013188033,0.005171855,-0.00071048,0.00127493,0.002589445,-0.003475708,0.000793358,-0.000477242,-0.000865217,-0.000244403
20-12-15,-0.043403147,-0.008941461,-0.05086024,-0.004621531,0.005145245,-0.000710985,0.001273306,0.002582757,-0.00348783,0.000792729,-0.00047747,-0.000865967,-0.000244463
21-12-15,-0.009181682,0.005438273,-0.022140176,-0.003451077,0.005118906,0.016995579,0.001271687,0.002576104,-0.003500038,0.000792101,-0.000477698,-0.000866717,-0.000244523
22-12-15,-0.00472348,-0.01219723,-0.01138679,-0.041444525,-0.005805402,6.99E-05,0.000544514,0.008778096,-0.000859555,0.003953565,-0.000760271,0.000886864,-0.003440962
23-12-15,0.013263423,-0.028166263,0.045320434,-0.007112699,-0.005208813,-0.001749537,-0.00027222,0.012341596,0.022520302,0.003388376,-0.004948145,-0.004948255,0.002526652
24-12-15,0.028047706,-0.008338941,0.018258431,0.006024398,0.006909265,0.006423257,-0.000544662,-0.001599915,-0.001375516,-0.003737563,0.003608716,0.002729618,-0.004997846
25-12-15,0.001467169,0.082885757,-0.005296659,0.008192129,-0.00174524,-0.000672971,-0.000599471,-0.000544788,-0.001377411,0.005556908,0.002502082,-0.004299994,5.47E-05
26-12-15,-0.087988539,-0.049453248,-0.056853206,-0.018273332,-0.001748291,-0.000673424,-0.000599831,-0.000545085,-0.001379311,-0.00012064,0.000398198,0.000179114,5.47E-05
27-12-15,0.013210598,0.027004917,0.015827154,0.002059654,-0.001751353,-0.000673878,-0.000600191,-0.000545383,-0.001381216,-0.000120654,0.000398039,0.000179082,5.46E-05
28-12-15,-0.001287433,-0.000473074,-0.003749421,-0.013354143,-0.001754426,-0.03310833,-0.000600551,-0.00054568,-0.001383126,-0.000120669,0.000397881,0.00017905,5.46E-05
29-12-15,0.025032257,-0.01205981,0.009827405,0.032654865,0.000450146,0.003166609,-0.000600912,0.010573664,0.019172198,0.000844984,-0.002550118,0.00117485,0.00233982
30-12-15,-0.014804795,-0.013177115,-0.011817248,0.043596527,-0.007045463,-0.007428544,0.000273187,-0.007243399,-0.010843884,-0.004314431,-0.004829007,0.004312811,0.000795377
31-12-15,0.009209237,-0.023237832,0.00606114,0.023392018,0.000181274,-0.002827216,-0.287955259,-0.009456485,-0.008592501,0.000546153,-0.000207142,-0.004252081,0.00176713
01-01-16,0.008710946,-0.014172809,0.008244254,0.015393864,0.00332508,0.002778954,0.079874556,-0.00383327,-0.008666972,-0.006875617,-0.005468658,0.013431657,0.001111087
02-01-16,-0.002065122,0.01830334,-0.001945476,-0.011564208,0.003314061,0.002771253,0.073963819,-0.003848021,-0.008742746,-0.000155643,-2.94E-05,-0.00061935,0.001109853
03-01-16,-0.007937979,-0.007945746,-0.005465832,0.036442452,0.003303114,0.002763594,0.068867922,-0.003862885,-0.008819856,-0.000155667,-2.94E-05,-0.000619734,0.001108623
04-01-16,0.007137117,-0.009853942,0.003530869,-0.018091373,0.003292239,-0.005269439,0.064429178,-0.003877865,-0.008898339,-0.000155691,-2.94E-05,-0.000620118,0.001107395
05-01-16,-0.002614904,0.01433119,-0.007385469,-0.004519459,0.002590328,0.009508103,-0.002189382,0.002010204,0.002589083,-0.002438942,-0.001561228,0.002917202,0.00280909
06-01-16,-0.006631301,-0.0068067,-0.004653905,0.000719608,0.011970881,0.000573353,0.003009167,-0.013202163,-0.009362719,-0.007002958,-0.002733086,0.00594784,0.00106019
07-01-16,0.065272321,0.005979091,0.042677602,-0.009356256,0.009474586,0.026722925,-0.002735231,-0.023985817,-0.023193219,0.002508943,-0.003003018,-0.001002089,-0.004813039
08-01-16,-0.010574244,-0.017708448,-0.009831364,0.046445655,-0.00912207,-0.030239885,0.003008344,-0.010897538,-0.013163589,0.013543643,-0.00020508,-0.013682756,0.000793747
09-01-16,-0.012475213,0.008224973,-0.002331177,4.46E-05,-0.000940319,0.001329286,-9.10E-05,0.000284384,-0.000821696,0.00045935,-0.002326727,-0.000536859,0.000263738
